菜谱,菜谱链接,用料,评分,用户,图片,菜系,用料数
流金溢彩――柠香金桔饮,https://www.douguo.com/cookbook/1503968.html,"金桔,鲜柠檬,陈皮,冰糖,纯净水",5.0,紫绫罗,https://cp1.douguo.com/upload/caiku/6/5/3/400x266_65b926c1a39571731867240150a6f903.jpg,粤菜,5
蛤蜊炖蛋,https://www.douguo.com/cookbook/1705586.html,"蛤蜊,鸡蛋,水,葱花,盐,芝麻油,生抽,料酒",4.7,枭笑,https://cp1.douguo.com/upload/caiku/6/9/1/400x266_69af422f1fdadf1e1f526dc966347101.jpg,粤菜,8
猪横脷鸡骨草汤,https://www.douguo.com/cookbook/1593461.html,"鸡骨草,猪骨,猪横脷,赤小豆,蜜枣,陈皮",5.0,真馜花,https://cp1.douguo.com/upload/caiku/4/3/d/400x266_43ae40c91cb81e826fea8c9c0e10b01d.jpeg,粤菜,6
白斩鸡（高压锅版）,https://www.douguo.com/cookbook/1725191.html,"三黄鸡,姜,盐,酱油,姜末,洋葱",5.0,nana的美食日记,https://cp1.douguo.com/upload/caiku/5/8/3/400x266_58db111a494c4c6cfe23e3980eaff363.jpg,粤菜,6
菠萝咕咾肉#春天不减肥，夏天肉堆堆#,https://www.douguo.com/cookbook/1537692.html,"五花肉,凤梨,青椒,红椒,鸡蛋清,葱姜料酒,洋葱,番茄酱,水,糖,盐,淀粉和面粉,又伊鲜柚子酱油,番茄,姜片,蒜瓣,京葱",4.7,瑗瑗baby,https://cp1.douguo.com/upload/caiku/3/f/1/400x266_3fb966476a033fcca972e9cb64bef651.jpeg,粤菜,17
白灼菜心,https://www.douguo.com/cookbook/1662322.html,"菜心,蒜末",4.7,尖尖实验室,https://cp1.douguo.com/upload/caiku/5/c/2/400x266_5cfb940c7f915e7e9e2f233e819bc312.jpg,粤菜,2
雪媚娘,https://www.douguo.com/cookbook/1716616.html,"糯米粉(皮),玉米淀粉,糖粉,淡奶油,水,淡奶油(馅),细砂糖,奥利奥碎,糯米粉(手粉),黄油",5.0,焙着乐,https://cp1.douguo.com/upload/caiku/9/2/4/400x266_92a8d0b62911f00137c8fd0e8bdc5a64.jpg,粤菜,10
白果咸菜猪肚煲,https://www.douguo.com/cookbook/1527315.html,"猪肚,新鲜白果,潮汕咸菜,生姜,大蒜,白胡椒粉,猪油",5.0,飘泊的湖,https://cp1.douguo.com/upload/caiku/2/a/c/400x266_2a8c23ffa90d328501a826c9a5c7fc1c.jpeg,粤菜,7
外酥里糯的芋头猪肉丸子（原创）,https://www.douguo.com/cookbook/2301296.html,"芋头,精肉,鸡蛋,盐,姜,小葱,料酒,食用油",5.0,馨心杨,https://cp1.douguo.com/upload/caiku/2/2/7/400x266_2234a563ac974518fe54a60b92313e37.jpg,粤菜,8
面包机版客家咸肉,https://www.douguo.com/cookbook/1534528.html,"五花肉,蒜头,研磨黑胡椒粉,盐,米酒,家乐热炒鲜露",4.0,大润小厨,https://cp1.douguo.com/upload/caiku/d/3/a/400x266_d3666455d3b2764e68cb90cf8222553a.jpg,粤菜,6
客家糯米丸子,https://www.douguo.com/cookbook/1674797.html,"五花肉,马蹄",4.8,友食季,https://cp1.douguo.com/upload/caiku/d/7/7/400x266_d765026bc0ddbddae19a726a43e9ed27.jpg,粤菜,2
蜜汁叉烧#厨此之外，锦享美味#,https://www.douguo.com/cookbook/1611288.html,猪梅花肉,5.0,幸福de眼泪爱美食,https://cp1.douguo.com/upload/caiku/1/2/8/400x266_12fbc4f08d07857ff65a4f4d15b535e8.jpg,粤菜,1
潮汕风味 家常菜 脆姜炒鱼露猪肉,https://www.douguo.com/cookbook/1676812.html,"带皮五花肉,生姜,红糖粉（腌生姜用）,红糖粉,鱼露,绍兴酒,食用油",5.0,只爱飞飞自己,https://cp1.douguo.com/upload/caiku/8/4/d/400x266_84c363a57f65160d1cd4afa8c4060bcd.jpeg,粤菜,7
叉烧酱烤肋排,https://www.douguo.com/cookbook/1664904.html,"排骨,葱,姜,料酒,花椒,盐,叉烧酱,蚝油,白酒或米酒,食用油,蜂蜜,清水",5.0,洛小兔,https://cp1.douguo.com/upload/caiku/3/4/6/400x266_343a74b723bcca7cb9064f91adb97516.jpg,粤菜,12
【中式烤鸡翅】,https://www.douguo.com/cookbook/2393550.html,"鸡翅,酱油/生抽 light Soy Sauce,料酒 Chinese cooking wine,蚝油 Oyster sauce,老抽/甜酱油 dark/sweet soy sauce,糖,辣椒粉 Chili powder   可无,蒜粉 garlic powder,盐",5.0,盈盈小筑2010,https://cp1.douguo.com/upload/caiku/8/2/3/400x266_827ca1e1c3454b180600534a76ed9433.jpg,粤菜,9
还没开饭就全部吃完的蜜汁烤叉烧肉,https://www.douguo.com/cookbook/1610910.html,前腿肉,4.2,格丽思小厨房,https://cp1.douguo.com/upload/caiku/b/d/4/400x266_bdd3c56bc72e3b28fce755968f410ec4.jpg,粤菜,1
拔丝土豆,https://www.douguo.com/cookbook/1506916.html,"土豆,糖,盐,油",4.8,鲁菜传,https://cp1.douguo.com/upload/caiku/5/9/d/400x266_59c43446a52cb87008abe6fe822e160d.jpeg,粤菜,4
菠萝咕噜肉,https://www.douguo.com/cookbook/1603915.html,"里脊肉,菠萝,青椒,红椒,红头葱,鸡蛋,淀粉,食盐,胡椒粉,黄酒,番茄酱,米醋,白砂糖",5.0,深蓝小米粥,https://cp1.douguo.com/upload/caiku/e/5/b/400x266_e512296e2a13e838c6dc8d5e8476ddcb.jpg,粤菜,13
清蒸黄花鱼#金龙鱼外婆乡小榨菜籽油 外婆的时光机#,https://www.douguo.com/cookbook/1705286.html,黄花鱼1条,4.3,尖尖实验室,https://cp1.douguo.com/upload/caiku/d/a/b/400x266_da6c190ef136ad952cf635793b3caceb.jpg,粤菜,1
香龙酒花豉油鸡,https://www.douguo.com/cookbook/2314576.html,"鸡腿,龙椒,洋葱,豆豉,花椒,料酒,醋,油,香菜",5.0,sure汪,https://cp1.douguo.com/upload/caiku/c/f/5/400x266_cf31bba2dd614bfd979d4d76d0ce6f65.jpg,粤菜,9
日食记 | 豉油鸡,https://www.douguo.com/cookbook/1711782.html,鸡腿,5.0,姜叔的日食记,https://cp1.douguo.com/upload/caiku/d/0/f/400x266_d013b2c07982ced2fcb62bc70c61d37f.jpg,粤菜,1
五味滋养梨球饮#财源滚滚，团团圆圆#,https://www.douguo.com/cookbook/1505745.html,"雪梨,鲜柠檬,红枣片,枸杞,玫瑰花,百合片,冰糖,纯净水",5.0,紫绫罗,https://cp1.douguo.com/upload/caiku/e/4/2/400x266_e4b06b91dbdbb39d0c700a01a9188902.jpg,粤菜,8
西芹炒百合#舌尖上的春宴#,https://www.douguo.com/cookbook/1516819.html,"西芹,新鲜百合",4.7,斯佳丽,https://cp1.douguo.com/upload/caiku/2/7/9/400x266_2710d120be32a165cc02ff30c71f5989.jpg,粤菜,2
鲜甜十足的蒜蓉烤大虾#中粮我买，超模滋料大公开#,https://www.douguo.com/cookbook/1616721.html,"大虾,蒜,盐,料酒、生抽、酱油,葱绿",4.7,少女日记,https://cp1.douguo.com/upload/caiku/b/a/1/400x266_ba0b8052fa221607ad3df8e4282b0601.jpeg,粤菜,5
猪蹄这样炖一炖冻一冻，晶莹剔透又香又好吃哦——猪蹄冻,https://www.douguo.com/cookbook/1717180.html,猪蹄,4.5,孔老师教做菜,https://cp1.douguo.com/upload/caiku/4/6/8/400x266_46fb63194825c7de15fd3259921d9ce8.jpg,粤菜,1
菠萝古老肉,https://www.douguo.com/cookbook/2066478.html,"菠萝,甜椒,番茄酱,生抽,淀粉,蛋液,油,鸡脯肉,白糖",4.7,爱曦飞,https://cp1.douguo.com/upload/caiku/6/1/7/400x266_61b6aaf31dba8a99351c600bdade2ed7.jpeg,粤菜,9
香橙反沙芋头,https://www.douguo.com/cookbook/1525818.html,"荔浦芋头,橙子,食用油,白糖,盐,水",4.3,超食控,https://cp1.douguo.com/upload/caiku/8/4/3/400x266_84403f4f545c4c431280f6977b279413.jpg,粤菜,6
广式叉烧肉#有颜值的实力派#,https://www.douguo.com/cookbook/1564810.html,"五花肉,料酒,蚝油,生抽,红曲粉,姜,蒜瓣,葱,老抽,麦芽糖,紫干葱头",4.5,瑗瑗baby,https://cp1.douguo.com/upload/caiku/7/a/3/400x266_7af131c382c4ae09f7398974a0add743.jpeg,粤菜,11
潮汕家乡菜——沙茶牛肉炒芥兰，不能忘却的味道,https://www.douguo.com/cookbook/1620744.html,"芥兰,黄牛肉,红辣椒,沙茶酱,姜,蒜头,生粉,酱油,盐,香菇",5.0,大大小小爱妈妈,https://cp1.douguo.com/upload/caiku/6/5/1/400x266_65cba8ea6ae1b4208cab4cf819742ad1.jpg,粤菜,10
避风塘炒蟹,https://www.douguo.com/cookbook/1608475.html,"大闸蟹,#腌料：,盐,料酒,#炸制：,面包糠,淀粉,#调味料：,洋葱,生姜,豆豉,干辣椒,盐,白糖,生抽,白胡椒粉",5.0,超食控,https://cp1.douguo.com/upload/caiku/1/e/0/400x266_1edf476764df474061f8084f06a97280.jpg,粤菜,16
一颗菠萝咕噜肉「厨娘物语」,https://www.douguo.com/cookbook/1675410.html,"菠萝,里脊肉,青椒,红椒,淀粉",4.7,厨娘物语c小鹿,https://cp1.douguo.com/upload/caiku/b/b/b/400x266_bb69188a00bb57a680a5713711cd4d4b.jpg,粤菜,5
银耳红枣蒸雪梨#洗手作羹汤#,https://www.douguo.com/cookbook/2356995.html,"雪梨（中等个头）,红枣,黄冰糖,纯净水,枸杞,银耳",5.0,枭笑,https://cp1.douguo.com/upload/caiku/0/c/8/400x266_0cab1c6ef8864c0559c8614d581b4238.jpg,粤菜,6
花开富贵扣碗肉,https://www.douguo.com/cookbook/1506961.html,"五花肉,八角,香叶,葱姜,黄酒,冰糖粉,盐",4.4,lingling玲食,https://cp1.douguo.com/upload/caiku/4/4/4/400x266_44daf9f5369be9a451562ec35f8b7a44.jpeg,粤菜,7
【潮汕特色小炒金不换炒薄壳】#蔚爱边吃边旅行#,https://www.douguo.com/cookbook/1529455.html,薄壳,4.8,小猪食册,https://cp1.douguo.com/upload/caiku/4/5/f/400x266_454fd075c54503eab3f849d5a8b0445f.jpg,粤菜,1
香煎小鱼,https://www.douguo.com/cookbook/1497804.html,小鱼,5.0,媚娘小厨,https://cp1.douguo.com/upload/caiku/5/b/a/400x266_5b4f1e0e172b484bc5772d230197802a.jpg,粤菜,1
蒜蓉粉丝蒸扇贝,https://www.douguo.com/cookbook/1505481.html,"扇贝,粉丝,姜片,蒜,红尖椒",4.2,安小厨的大胃,https://cp1.douguo.com/upload/caiku/b/8/d/400x266_b8e3e7d561ba30e22234486376383f0d.jpg,粤菜,5
马蹄雪梨银耳汤—滋阴润肺  止咳化痰,https://www.douguo.com/cookbook/1720036.html,"马蹄,雪梨,银耳,红枣,枸杞,冰糖",4.0,蓝色夏季,https://cp1.douguo.com/upload/caiku/c/b/f/400x266_cb920dce7fd90fb4889eac8743e847bf.jpeg,粤菜,6
清爽白灼生菜＃美食美刻，乐享美极＃,https://www.douguo.com/cookbook/1638018.html,"生菜,美极鲜味汁,香油,蒜",5.0,歇歇歇洛克,https://cp1.douguo.com/upload/caiku/a/b/1/400x266_ab9e67115b751b277d8f2d682487d951.jpg,粤菜,4
潮汕菜脯炒鸡蛋#蔚爱边吃边旅行#,https://www.douguo.com/cookbook/1529585.html,"菜脯,鸡蛋,花生油",4.0,瑗瑗baby,https://cp1.douguo.com/upload/caiku/2/2/0/400x266_22c839523bc975a26868a8ef33ddf370.jpeg,粤菜,3
年夜菜—梅菜扣肉,https://www.douguo.com/cookbook/2056754.html,"带皮五花肉整块,梅干菜,生姜,大蒜",5.0,小米周周_,https://cp1.douguo.com/upload/caiku/6/5/5/400x266_6509a7a4cd8dbb211a2ccfc1502b15a5.jpeg,粤菜,4
山药胡萝卜焖猪蹄,https://www.douguo.com/cookbook/2053923.html,"猪蹄,山药,胡萝卜",5.0,康妮陈,https://cp1.douguo.com/upload/caiku/5/e/1/400x266_5e192b8094bd8d94b13a954a0469e8d1.JPG,粤菜,3
#肉食者联盟#家常油煎刀鱼段,https://www.douguo.com/cookbook/2357518.html,"刀鱼段,盐,花椒粉,葱,姜,植物油,干面粉",5.0,糖小田yuan,https://cp1.douguo.com/upload/caiku/6/a/5/400x266_6a28ed64716e6350cea9b8447e791c15.jpg,粤菜,7
沙茶牛肉煲,https://www.douguo.com/cookbook/2343242.html,"牛里脊,胡萝卜,口蘑,芹菜,蒜片,姜丝,青红椒丝,米酒,生抽,水淀粉,沙茶酱,食用油,白胡椒粉",5.0,小羽私厨,https://cp1.douguo.com/upload/caiku/e/b/7/400x266_eb0c0a122302225bc4bb6f167c4e4667.jpg,粤菜,13
#硬核菜谱制作人#辣烤蒜蓉生蚝,https://www.douguo.com/cookbook/2318272.html,"生蚝,蒜头,辣椒,耗油,盐",5.0,柳絮纷妃,https://cp1.douguo.com/upload/caiku/6/d/4/400x266_6d3de2b30fe6d0b87031991d962ffbb4.jpg,粤菜,5
菠萝咕噜肉#春天肉菜这样吃#,https://www.douguo.com/cookbook/2068908.html,"里脊肉,大葱,生姜,生抽,蛋清,红椒,青椒,番茄酱,胡椒面,生粉",5.0,妞妞仔仔多多,https://cp1.douguo.com/upload/caiku/3/2/9/400x266_3266470d8e71a8b8f76165d6df23a8e9.jpg,粤菜,10
豉汁蒸凤爪#520，美食撩动TA的心！#,https://www.douguo.com/cookbook/2299012.html,"鸡爪,油（油炸用）,冰水,调酱汁,盐,糖,白胡椒粉,阳江豆豉,生粉,生抽,花雕酒,蒜泥,香油,熟花生米,红椒圈",5.0,简爱美食屋,https://cp1.douguo.com/upload/caiku/b/0/c/400x266_b0362329a1bdfd4c82c685f3b4e2e43c.jpeg,粤菜,15
奶油炖菜｜醇厚酱香,https://www.douguo.com/cookbook/1726134.html,"鸡腿,土豆,胡萝卜,西蓝花,洋葱",3.0,菜菜美食日记,https://cp1.douguo.com/upload/caiku/3/f/8/400x266_3fdc3da3aa7edfea05fd619bc88a9e38.jpg,粤菜,5
#精品菜谱挑战赛#蒜蓉粉丝蒸鲍鱼,https://www.douguo.com/cookbook/2292193.html,"鲍鱼(15头),粉丝,大蒜头,生姜,盐,黑胡椒,干红椒,植物油,生抽,陈醋",5.0,好吃的坨坨,https://cp1.douguo.com/upload/caiku/3/4/0/400x266_3496cc5c87dd2ddef19be4d758a968d0.jpeg,粤菜,10
白灼虾#硬核家常菜#,https://www.douguo.com/cookbook/2337198.html,"虾,姜片,姜丝,大蒜,酱油,陈醋",5.0,圆圆开心厨房,https://cp1.douguo.com/upload/caiku/a/e/6/400x266_aec7da67740d6c0180bf458a71563046.jpg,粤菜,6
蚝油孜然虎皮尖椒 快手家常菜#厨此之外，锦享美味#,https://www.douguo.com/cookbook/1605433.html,"尖椒,蒜,盐鸡精,酱油,甜面酱,李锦记蚝油,孜然粉",5.0,揪揪耳朵,https://cp1.douguo.com/upload/caiku/b/2/1/400x266_b21d6f61ae42e47219ca4735f0a0e581.jpeg,粤菜,7
白灼虾,https://www.douguo.com/cookbook/2334376.html,"活虾,姜,葱,盐,料酒,香醋（蘸料）,芝麻油（蘸料）,姜末（蘸料）",5.0,蓝色夏季,https://cp1.douguo.com/upload/caiku/5/9/5/400x266_590c50e0bb05eed8b73195328446ca55.jpeg,粤菜,8
经典粤式砂锅菜 | 咸鱼茄子煲,https://www.douguo.com/cookbook/2067806.html,"猪肉(或鸡肉),切成薄片,玉米淀粉,另备1/2茶匙单独使用,长茄子,菜籽油,姜,切末,蒜,切碎,大葱,葱白和葱绿分别切碎备用。,梅香马友咸鱼（或自己喜欢的咸鱼）,去骨切碎,糖,陈醋,老抽,生抽,水 (取决于火候大小）",5.0,食域家,https://cp1.douguo.com/upload/caiku/5/e/9/400x266_5ea304903ad4aa0f91e311adb4da8a99.jpg,粤菜,19
水煮三鲜,https://www.douguo.com/cookbook/1502951.html,"鱿鱼,花蛤,明虾,黄瓜,姜,蒜,葱,香菜,豆瓣酱,白糖,娃娃菜,巴沙鱼",5.0,亦_舞,https://cp1.douguo.com/upload/caiku/6/e/b/400x266_6e6a7172bc071879aad8cb6d98ecb05b.jpeg,粤菜,12
冰爽一夏：红糖冰粉#在“家”打造ins风美食#,https://www.douguo.com/cookbook/1686744.html,"冰粉粉,清水,红糖水,果仁与果干",5.0,小龙IRIS,https://cp1.douguo.com/upload/caiku/d/3/f/400x266_d3c8172b7c271d986aa1c18ed78c282f.jpeg,粤菜,4
小羽私厨之蒜蓉粉丝蒸扇贝,https://www.douguo.com/cookbook/1499889.html,"扇贝,粉丝,生抽,蚝油,白糖,料酒",5.0,小羽私厨,https://cp1.douguo.com/upload/caiku/4/b/7/400x266_4b677944833c71a7080a89f67fccd017.png,粤菜,6
豆豉土豆蒸排骨,https://www.douguo.com/cookbook/2053983.html,"猪肋排,土豆,黑豆豉,小红尖椒",5.0,飘零星,https://cp1.douguo.com/upload/caiku/4/0/d/400x266_40b5bb6acb9bd9a9049fe6688f504ddd.jpg,粤菜,4
燃力士版梅子小排,https://www.douguo.com/cookbook/1649558.html,"排骨,杏干（果脯）,可乐味燃力士,葱,姜,料酒,生抽,蚝油,盐",5.0,ZYL味觉实验室,https://cp1.douguo.com/upload/caiku/4/c/1/400x266_4c8f453c4128bb970989b2a3314b88e1.jpg,粤菜,9
旺仔脆皮蛋挞,https://www.douguo.com/cookbook/2381601.html,"鸡蛋,白糖,旺仔牛奶,饺子皮",5.0,果妈私房菜,https://cp1.douguo.com/upload/caiku/b/5/2/400x266_b50eaade35e80eff7cf1a26bd1c88882.jpeg,粤菜,4
蜂蜜厚多士,https://www.douguo.com/cookbook/2289912.html,"吐司,黄油,蜂蜜,草莓,芒果,蓝莓",5.0,小C美食记,https://cp1.douguo.com/upload/caiku/b/6/7/400x266_b647d23c4f37d861e54a69b18ffa57a7.jpg,粤菜,6
不加一滴油的烤鸡翅,https://www.douguo.com/cookbook/2387351.html,"鸡中翅,生抽,料酒,奥尔良鸡粉,葱段,姜片,薯片,淀粉,鸡蛋,辣椒粉",5.0,hedy_宝贝1,https://cp1.douguo.com/upload/caiku/6/c/e/400x266_6cb0b10e0b3499b2db38c2251eb497fe.jpeg,粤菜,10
油而不腻 客家腐乳肉,https://www.douguo.com/cookbook/1617697.html,"五花肉,胡萝卜,大蒜,葱,豆腐乳,豆腐乳汁,白糖,盐,白酒,清水",5.0,只爱飞飞自己,https://cp1.douguo.com/upload/caiku/e/1/1/400x266_e1547e6110e72d21a0e1559f8ebc5d91.jpeg,粤菜,10
蒜蓉生蚝,https://www.douguo.com/cookbook/2340022.html,"生蚝仔,蒜头,小米辣,生抽,盐,花生油,白糖",4.0,小7的美食日记,https://cp1.douguo.com/upload/caiku/2/d/d/400x266_2d3b9edc5e49c5277a5a495fae05c56d.jpeg,粤菜,7
5分钟搞定咸蛋黄焗南瓜,https://www.douguo.com/cookbook/2292302.html,"南瓜,咸鸭蛋黄,面粉,盐,白糖,油",5.0,三角猫__,https://cp1.douguo.com/upload/caiku/8/4/b/400x266_845794e995826d3f2588ea3cd244b1ab.jpg,粤菜,6
广东家常菜：豆豉蒸排骨,https://www.douguo.com/cookbook/1687112.html,"排骨,姜,蒜,葱,砂糖,盐,胡椒粉,米酒,豆豉,淀粉水,玉米油",5.0,小龙IRIS,https://cp1.douguo.com/upload/caiku/6/5/2/400x266_6573ad089700bd308a12fa87f24f22a2.jpeg,粤菜,11
酱汁排骨鸡爪煲,https://www.douguo.com/cookbook/1501131.html,"小排骨,鸡爪,韩式辣酱,郫县豆瓣酱,甜面酱,葱,蒜,姜,料酒,糖,蚝油,大料,味精,土豆",4.8,彭小厨下午茶,https://cp1.douguo.com/upload/caiku/4/d/8/400x266_4d5ea82dcdee9f281fa540751c7891c8.jpg,粤菜,14
10分钟客家蛋角萝卜煲,https://www.douguo.com/cookbook/2380556.html,"蛋角,瑶柱,白萝卜,姜丝",5.0,大润小厨,https://cp1.douguo.com/upload/caiku/1/4/c/400x266_140b97ce2b0b0d6e9595375e86f0cc3c.jpg,粤菜,4
叉烧萝卜丝汤#膳魔师北咸主题月#,https://www.douguo.com/cookbook/1616651.html,"叉烧肉,白萝卜,盐,葱花,胡椒粉,膳魔师闷烧罐,白开水",5.0,一笑＆而过,https://cp1.douguo.com/upload/caiku/0/0/a/400x266_00f34983b6689d5ffe8b3ac7bba3b70a.jpg,粤菜,7
简易版蛋挞[适合新手],https://www.douguo.com/cookbook/1723596.html,"纯牛奶,鸡蛋,糖,现成蛋挞皮",5.0,米粒爱奇异果,https://cp1.douguo.com/upload/caiku/8/b/9/400x266_8bc7fa23a8c21fb4c18fa1f0c7daa259.jpg,粤菜,4
粤菜中广受欢迎的美味蜜汁叉烧,https://www.douguo.com/cookbook/1547150.html,"猪前腿肉,料酒,盐",5.0,萌城美食,https://cp1.douguo.com/upload/caiku/7/a/7/400x266_7acb86d3e2f7aa653952c3183a457157.jpg,粤菜,3
酱料DIY｜潮汕沙茶蘑菇酱#蔚爱边吃边旅行#,https://www.douguo.com/cookbook/1526496.html,"口蘑,干香菇（大）,皇牌沙茶王,甜面酱",5.0,liuliu的花样美食,https://cp1.douguo.com/upload/caiku/c/e/7/400x266_ce52fda690f5c9f4c981dddf577b00d7.jpg,粤菜,4
潮汕菜头丸，素丸子（白萝卜丸）家庭版,https://www.douguo.com/cookbook/1504166.html,"白萝卜,蒜苗,低筋面粉,木薯粉,泡打粉,盐,鸡粉,油,水",4.9,Luxix的美食世界,https://cp1.douguo.com/upload/caiku/0/1/8/400x266_01edb7bc550293b5a7af0bfbcd299428.jpg,粤菜,9
自制蛋挞,https://www.douguo.com/cookbook/2054122.html,"蛋挞皮,牛奶,淡奶油,蛋黄",5.0,益嘉美食生活家,https://cp1.douguo.com/upload/caiku/9/8/9/400x266_980fbfb59b6cf0c0a3167f9f83a70de9.jpg,粤菜,4
戴氏秘制叉烧,https://www.douguo.com/cookbook/1668052.html,五花肉,4.5,罐头视频,https://cp1.douguo.com/upload/caiku/e/9/5/400x266_e9c778947cf7fb1bc13ae75974359ed5.jpg,粤菜,1
#家乡菜#豉油鸡,https://www.douguo.com/cookbook/1717008.html,"土鸡,生抽,老抽,料酒,清水,八角,桂皮,沙姜,蒜瓣,葱,小黄姜,片（黄）糖",5.0,阿刀竹就是那一棵竹子,https://cp1.douguo.com/upload/caiku/6/a/4/400x266_6a2024b431a1baed859215b50d4e7f04.jpg,粤菜,12
潮汕牛肉火锅 | 日食记,https://www.douguo.com/cookbook/1498602.html,"牛肉丸,胸口朥,牛舌,五花腱,吊龙,肥胼,粿条,蔬菜",5.0,姜叔的日食记,https://cp1.douguo.com/upload/caiku/a/1/8/400x266_a1c213c6b9116d850215075be60b83a8.jpg,粤菜,8
萝卜牛腩煲,https://www.douguo.com/cookbook/1630158.html,"牛腩,白萝卜、胡萝卜",5.0,iamyiiamyi,https://cp1.douguo.com/upload/caiku/a/8/6/400x266_a89d982077187f6b50f42972d845acb6.jpg,粤菜,2
菠萝咕噜排骨 宝宝辅食食谱,https://www.douguo.com/cookbook/2056059.html,"排骨,菠萝,山楂条",5.0,宝宝辅食达人原创,https://cp1.douguo.com/upload/caiku/7/c/0/400x266_7c0fbb189d9a5a6299cd412a4cec2490.jpg,粤菜,3
我去港式餐厅的必点美食——干炒牛河,https://www.douguo.com/cookbook/1662019.html,"河粉,牛里脊肉,青蒜,绿豆芽",5.0,孔老师教做菜,https://cp1.douguo.com/upload/caiku/d/f/e/400x266_dfd00dce9e19ae246536f87f7251b21e.jpg,粤菜,4
香辣莲藕焖猪手,https://www.douguo.com/cookbook/1661621.html,"猪手,莲藕,干辣椒,姜片,葱花,八角",5.0,尖尖实验室,https://cp1.douguo.com/upload/caiku/4/2/a/400x266_42eb4ab52623cdfd8c5e3a8d175e9f5a.jpg,粤菜,6
广式靓汤 润肺除燥 西洋菜陈肾煲猪肺汤,https://www.douguo.com/cookbook/1624820.html,"猪肺,西洋菜,南杏仁,北杏仁,蜜枣,陈皮,陈肾,姜片（炒猪肺用）,食用油,水",5.0,只爱飞飞自己,https://cp1.douguo.com/upload/caiku/2/6/b/400x266_264929cf30ae3bd6545cbc0199234e6b.jpeg,粤菜,10
宝宝辅食之三文鱼松,https://www.douguo.com/cookbook/1497940.html,三文鱼,5.0,caicaihannia,https://cp1.douguo.com/upload/caiku/5/e/4/400x266_5ef1a056e353834c49cf12b83b75edb4.jpeg,粤菜,1
菠萝咕噜肉,https://www.douguo.com/cookbook/1657744.html,"里脊肉,菠萝,青椒,鸡蛋",5.0,眉儿美食,https://cp1.douguo.com/upload/caiku/6/a/4/400x266_6a10b47cf35b66b99859972beacef554.jpg,粤菜,4
黄油版杂花酥,https://www.douguo.com/cookbook/1502634.html,"以下是油皮,中粉,木糖醇,黄油,水,以下是油酥,低粉,黄油,抹茶粉,紫薯粉,馅料（看自己喜好）",4.8,桃之妖妖无雙,https://cp1.douguo.com/upload/caiku/c/f/5/400x266_cf44f9a5f894df7df42f2094d5a3fe45.jpg,粤菜,11
广东双色马蹄糕#蔚爱边吃边旅行#,https://www.douguo.com/cookbook/1526729.html,"马蹄粉,红枣干,牛奶,椰浆",5.0,麦子老妈,https://cp1.douguo.com/upload/caiku/5/9/5/400x266_590f24a5e6fa1a0d86b1235151608c45.jpg,粤菜,4
小羽私厨之自制虾滑,https://www.douguo.com/cookbook/1510938.html,"鲜虾,蛋清,葱段,姜片,花椒,淀粉,料酒,盐,胡椒粉,生抽,葱末",4.5,小羽私厨,https://cp1.douguo.com/upload/caiku/b/c/5/400x266_bc8a64e958a7eae0e33226e282406fa5.png,粤菜,11
煎鱼不破，鱼香肉嫩的粤式家常菜,https://www.douguo.com/cookbook/1557806.html,马鲛鱼,5.0,愫_生活,https://cp1.douguo.com/upload/caiku/c/6/6/400x266_c6e3d9743d128de113fa543c361bc3f6.jpg,粤菜,1
卤水拼盘,https://www.douguo.com/cookbook/1705220.html,"家乐牌潮汕卤水汁,牛腱子,金钱肚,炸豆腐,清水,生姜,葱",5.0,只爱飞飞自己,https://cp1.douguo.com/upload/caiku/7/0/3/400x266_70c68b6c600cc46d9887945f91402703.jpeg,粤菜,7
